userID,articleID
USER_0066,ARTICLE_1621
USER_0066,ARTICLE_1244
USER_0066,ARTICLE_0411
USER_0066,ARTICLE_1568
USER_0066,ARTICLE_1384
USER_0067,ARTICLE_0664
USER_0067,ARTICLE_2868
USER_0067,ARTICLE_0626
USER_0067,ARTICLE_0108
USER_0067,ARTICLE_0411
USER_0068,ARTICLE_0968
USER_0068,ARTICLE_0436
USER_0068,ARTICLE_2493
USER_0068,ARTICLE_2889
USER_0068,ARTICLE_0365
USER_0069,ARTICLE_0259
USER_0069,ARTICLE_0068
USER_0069,ARTICLE_0664
USER_0069,ARTICLE_1801
USER_0069,ARTICLE_0411
USER_0070,ARTICLE_0251
USER_0070,ARTICLE_2129
USER_0070,ARTICLE_1754
USER_0070,ARTICLE_0388
USER_0070,ARTICLE_2259
USER_0071,ARTICLE_0442
USER_0071,ARTICLE_2112
USER_0071,ARTICLE_2803
USER_0071,ARTICLE_2085
USER_0071,ARTICLE_0108
USER_0072,ARTICLE_1384
USER_0072,ARTICLE_1159
USER_0072,ARTICLE_1470
USER_0072,ARTICLE_1620
USER_0072,ARTICLE_2485
USER_0073,ARTICLE_2782
USER_0073,ARTICLE_1568
USER_0073,ARTICLE_0419
USER_0073,ARTICLE_1132
USER_0073,ARTICLE_2045
USER_0074,ARTICLE_1541
USER_0074,ARTICLE_2648
USER_0074,ARTICLE_2096
USER_0074,ARTICLE_0599
USER_0074,ARTICLE_0073
USER_0075,ARTICLE_1185
USER_0075,ARTICLE_2485
USER_0075,ARTICLE_1728
USER_0075,ARTICLE_0390
USER_0075,ARTICLE_2079
USER_0076,ARTICLE_2045
USER_0076,ARTICLE_2738
USER_0076,ARTICLE_2118
USER_0076,ARTICLE_1871
USER_0076,ARTICLE_2311
USER_0077,ARTICLE_0442
USER_0077,ARTICLE_1008
USER_0077,ARTICLE_2112
USER_0077,ARTICLE_0377
USER_0077,ARTICLE_2139
USER_0078,ARTICLE_0693
USER_0078,ARTICLE_0753
USER_0078,ARTICLE_1965
USER_0078,ARTICLE_1397
USER_0078,ARTICLE_2079
USER_0079,ARTICLE_1177
USER_0079,ARTICLE_1418
USER_0079,ARTICLE_0753
USER_0079,ARTICLE_1945
USER_0079,ARTICLE_2087
USER_0080,ARTICLE_2868
USER_0080,ARTICLE_1568
USER_0080,ARTICLE_2990
USER_0080,ARTICLE_2126
USER_0080,ARTICLE_0411
USER_0081,ARTICLE_0693
USER_0081,ARTICLE_1967
USER_0081,ARTICLE_0335
USER_0081,ARTICLE_2223
USER_0081,ARTICLE_0968
USER_0082,ARTICLE_1577
USER_0082,ARTICLE_0931
USER_0082,ARTICLE_2782
USER_0082,ARTICLE_2651
USER_0082,ARTICLE_1439
USER_0083,ARTICLE_0436
USER_0083,ARTICLE_2868
USER_0083,ARTICLE_2337
USER_0083,ARTICLE_0610
USER_0083,ARTICLE_1965
USER_0084,ARTICLE_2868
USER_0084,ARTICLE_1474
USER_0084,ARTICLE_2026
USER_0084,ARTICLE_1814
USER_0084,ARTICLE_2881
USER_0085,ARTICLE_0446
USER_0085,ARTICLE_0979
USER_0085,ARTICLE_0439
USER_0085,ARTICLE_2592
USER_0085,ARTICLE_2737
USER_0086,ARTICLE_0912
USER_0086,ARTICLE_0640
USER_0086,ARTICLE_1738
USER_0086,ARTICLE_0434
USER_0086,ARTICLE_2259
USER_0087,ARTICLE_2045
USER_0087,ARTICLE_0502
USER_0087,ARTICLE_2806
USER_0087,ARTICLE_1871
USER_0087,ARTICLE_2311
USER_0088,ARTICLE_2406
USER_0088,ARTICLE_2729
USER_0088,ARTICLE_2309
USER_0088,ARTICLE_0331
USER_0088,ARTICLE_2259
USER_0089,ARTICLE_0364
USER_0089,ARTICLE_2573
USER_0089,ARTICLE_2549
USER_0089,ARTICLE_0461
USER_0089,ARTICLE_0887
USER_0090,ARTICLE_2164
USER_0090,ARTICLE_0284
USER_0090,ARTICLE_2378
USER_0090,ARTICLE_2488
USER_0090,ARTICLE_0352
USER_0091,ARTICLE_1192
USER_0091,ARTICLE_2026
USER_0091,ARTICLE_1714
USER_0091,ARTICLE_2357
USER_0091,ARTICLE_2485
USER_0092,ARTICLE_2698
USER_0092,ARTICLE_2931
USER_0092,ARTICLE_0220
USER_0092,ARTICLE_2259
USER_0092,ARTICLE_1624
USER_0093,ARTICLE_2126
USER_0093,ARTICLE_1568
USER_0093,ARTICLE_0664
USER_0093,ARTICLE_1791
USER_0093,ARTICLE_2457
USER_0094,ARTICLE_0693
USER_0094,ARTICLE_1624
USER_0094,ARTICLE_0399
USER_0094,ARTICLE_2601
USER_0094,ARTICLE_1652
USER_0095,ARTICLE_1159
USER_0095,ARTICLE_0399
USER_0095,ARTICLE_2651
USER_0095,ARTICLE_2337
USER_0095,ARTICLE_1253
USER_0096,ARTICLE_0419
USER_0096,ARTICLE_0046
USER_0096,ARTICLE_1356
USER_0096,ARTICLE_0241
USER_0096,ARTICLE_2782
USER_0097,ARTICLE_1568
USER_0097,ARTICLE_1028
USER_0097,ARTICLE_2099
USER_0097,ARTICLE_2151
USER_0097,ARTICLE_1415
USER_0098,ARTICLE_0220
USER_0098,ARTICLE_2430
USER_0098,ARTICLE_0610
USER_0098,ARTICLE_0682
USER_0098,ARTICLE_2096
USER_0099,ARTICLE_0693
USER_0099,ARTICLE_2406
USER_0099,ARTICLE_1624
USER_0099,ARTICLE_2045
USER_0099,ARTICLE_1945
USER_0100,ARTICLE_0436
USER_0100,ARTICLE_2782
USER_0100,ARTICLE_2706
USER_0100,ARTICLE_0399
USER_0100,ARTICLE_2406
USER_0101,ARTICLE_0693
USER_0101,ARTICLE_2045
USER_0101,ARTICLE_1945
USER_0101,ARTICLE_0753
USER_0101,ARTICLE_0399
USER_0102,ARTICLE_0852
USER_0102,ARTICLE_1803
USER_0102,ARTICLE_0528
USER_0102,ARTICLE_1020
USER_0102,ARTICLE_1191
USER_0103,ARTICLE_0258
USER_0103,ARTICLE_2737
USER_0103,ARTICLE_2131
USER_0103,ARTICLE_1617
USER_0103,ARTICLE_0446
USER_0104,ARTICLE_2406
USER_0104,ARTICLE_0336
USER_0104,ARTICLE_0693
USER_0104,ARTICLE_2112
USER_0104,ARTICLE_2513
USER_0105,ARTICLE_2868
USER_0105,ARTICLE_2364
USER_0105,ARTICLE_2782
USER_0105,ARTICLE_1568
USER_0105,ARTICLE_1881
USER_0106,ARTICLE_2782
USER_0106,ARTICLE_1965
USER_0106,ARTICLE_1333
USER_0106,ARTICLE_0753
USER_0106,ARTICLE_2024
USER_0107,ARTICLE_0968
USER_0107,ARTICLE_2630
USER_0107,ARTICLE_1568
USER_0107,ARTICLE_2275
USER_0107,ARTICLE_2868
USER_0108,ARTICLE_1824
USER_0108,ARTICLE_0265
USER_0108,ARTICLE_1577
USER_0108,ARTICLE_2364
USER_0108,ARTICLE_0438
USER_0109,ARTICLE_2868
USER_0109,ARTICLE_2782
USER_0109,ARTICLE_1257
USER_0109,ARTICLE_0446
USER_0109,ARTICLE_0931
USER_0110,ARTICLE_2493
USER_0110,ARTICLE_1568
USER_0110,ARTICLE_0592
USER_0110,ARTICLE_0610
USER_0110,ARTICLE_2868
USER_0111,ARTICLE_3006
USER_0111,ARTICLE_0437
USER_0111,ARTICLE_1777
USER_0111,ARTICLE_0329
USER_0111,ARTICLE_0195
USER_0112,ARTICLE_2368
USER_0112,ARTICLE_2021
USER_0112,ARTICLE_1303
USER_0112,ARTICLE_2118
USER_0112,ARTICLE_2148
USER_0113,ARTICLE_2259
USER_0113,ARTICLE_2782
USER_0113,ARTICLE_0931
USER_0113,ARTICLE_2045
USER_0113,ARTICLE_1568
USER_0114,ARTICLE_2868
USER_0114,ARTICLE_2364
USER_0114,ARTICLE_0352
USER_0114,ARTICLE_0258
USER_0114,ARTICLE_2592
USER_0115,ARTICLE_1601
USER_0115,ARTICLE_0968
USER_0115,ARTICLE_2738
USER_0115,ARTICLE_2148
USER_0115,ARTICLE_3006
USER_0116,ARTICLE_2259
USER_0116,ARTICLE_3006
USER_0116,ARTICLE_0218
USER_0116,ARTICLE_0912
USER_0116,ARTICLE_2868
USER_0117,ARTICLE_2151
USER_0117,ARTICLE_2816
USER_0117,ARTICLE_2904
USER_0117,ARTICLE_1124
USER_0117,ARTICLE_1586
USER_0118,ARTICLE_2782
USER_0118,ARTICLE_0411
USER_0118,ARTICLE_2164
USER_0118,ARTICLE_0399
USER_0118,ARTICLE_1568
USER_0119,ARTICLE_2570
USER_0119,ARTICLE_1620
USER_0119,ARTICLE_1987
USER_0119,ARTICLE_1498
USER_0119,ARTICLE_1638
USER_0120,ARTICLE_2782
USER_0120,ARTICLE_0436
USER_0120,ARTICLE_2045
USER_0120,ARTICLE_1333
USER_0120,ARTICLE_1568
USER_0121,ARTICLE_1439
USER_0121,ARTICLE_0363
USER_0121,ARTICLE_0733
USER_0121,ARTICLE_0588
USER_0121,ARTICLE_2467
USER_0122,ARTICLE_0436
USER_0122,ARTICLE_2968
USER_0122,ARTICLE_2764
USER_0122,ARTICLE_0214
USER_0122,ARTICLE_2045
USER_0123,ARTICLE_2651
USER_0123,ARTICLE_0367
USER_0123,ARTICLE_0033
USER_0123,ARTICLE_0258
USER_0123,ARTICLE_2928
USER_0124,ARTICLE_2085
USER_0124,ARTICLE_1036
USER_0124,ARTICLE_2570
USER_0124,ARTICLE_2698
USER_0124,ARTICLE_0693
USER_0125,ARTICLE_1474
USER_0125,ARTICLE_2285
USER_0125,ARTICLE_1841
USER_0125,ARTICLE_0766
USER_0125,ARTICLE_1624
USER_0126,ARTICLE_0061
USER_0126,ARTICLE_0635
USER_0126,ARTICLE_0033
USER_0126,ARTICLE_2651
USER_0126,ARTICLE_2967
USER_0127,ARTICLE_0446
USER_0127,ARTICLE_0784
USER_0127,ARTICLE_1213
USER_0127,ARTICLE_2389
USER_0127,ARTICLE_2274
USER_0128,ARTICLE_2889
USER_0128,ARTICLE_0971
USER_0128,ARTICLE_0635
USER_0128,ARTICLE_0829
USER_0128,ARTICLE_2438
USER_0129,ARTICLE_2698
USER_0129,ARTICLE_2364
USER_0129,ARTICLE_1257
USER_0129,ARTICLE_2259
USER_0129,ARTICLE_1672
USER_0130,ARTICLE_0693
USER_0130,ARTICLE_2223
USER_0130,ARTICLE_1577
USER_0130,ARTICLE_1824
USER_0130,ARTICLE_2406
USER_0131,ARTICLE_0385
USER_0131,ARTICLE_1383
USER_0131,ARTICLE_1661
USER_0131,ARTICLE_1080
USER_0131,ARTICLE_2492
USER_0132,ARTICLE_2656
USER_0132,ARTICLE_2694
USER_0132,ARTICLE_2702
USER_0132,ARTICLE_1881
USER_0132,ARTICLE_2364
USER_0133,ARTICLE_2868
USER_0133,ARTICLE_0399
USER_0133,ARTICLE_2968
USER_0133,ARTICLE_1405
USER_0133,ARTICLE_2587
USER_0134,ARTICLE_1947
USER_0134,ARTICLE_2651
USER_0134,ARTICLE_0504
USER_0134,ARTICLE_1924
USER_0134,ARTICLE_0102
USER_0135,ARTICLE_1624
USER_0135,ARTICLE_1881
USER_0135,ARTICLE_2928
USER_0135,ARTICLE_1735
USER_0135,ARTICLE_2151
USER_0136,ARTICLE_2782
USER_0136,ARTICLE_1824
USER_0136,ARTICLE_2889
USER_0136,ARTICLE_2541
USER_0136,ARTICLE_2592
USER_0137,ARTICLE_2868
USER_0137,ARTICLE_0777
USER_0137,ARTICLE_0220
USER_0137,ARTICLE_0365
USER_0137,ARTICLE_2192
USER_0138,ARTICLE_1911
USER_0138,ARTICLE_2099
USER_0138,ARTICLE_1132
USER_0138,ARTICLE_0351
USER_0138,ARTICLE_1568
USER_0139,ARTICLE_1213
USER_0139,ARTICLE_1287
USER_0139,ARTICLE_0755
USER_0139,ARTICLE_1273
USER_0139,ARTICLE_0668
USER_0140,ARTICLE_1601
USER_0140,ARTICLE_0561
USER_0140,ARTICLE_1944
USER_0140,ARTICLE_0519
USER_0140,ARTICLE_1996
USER_0141,ARTICLE_2868
USER_0141,ARTICLE_1946
USER_0141,ARTICLE_1601
USER_0141,ARTICLE_2045
USER_0141,ARTICLE_2259
USER_0142,ARTICLE_1601
USER_0142,ARTICLE_2021
USER_0142,ARTICLE_0187
USER_0142,ARTICLE_0483
USER_0142,ARTICLE_2868
USER_0143,ARTICLE_1568
USER_0143,ARTICLE_2782
USER_0143,ARTICLE_2592
USER_0143,ARTICLE_1333
USER_0143,ARTICLE_1522
USER_0144,ARTICLE_2127
USER_0144,ARTICLE_0805
USER_0144,ARTICLE_0677
USER_0144,ARTICLE_2045
USER_0144,ARTICLE_2782
USER_0145,ARTICLE_2087
USER_0145,ARTICLE_1513
USER_0145,ARTICLE_0868
USER_0145,ARTICLE_0744
USER_0145,ARTICLE_1627
USER_0146,ARTICLE_2868
USER_0146,ARTICLE_1601
USER_0146,ARTICLE_0365
USER_0146,ARTICLE_0931
USER_0146,ARTICLE_2621
USER_0147,ARTICLE_0446
USER_0147,ARTICLE_0878
USER_0147,ARTICLE_2931
USER_0147,ARTICLE_1566
USER_0147,ARTICLE_0399
USER_0148,ARTICLE_2782
USER_0148,ARTICLE_1743
USER_0148,ARTICLE_0068
USER_0148,ARTICLE_0436
USER_0148,ARTICLE_0258
USER_0149,ARTICLE_0592
USER_0149,ARTICLE_2735
USER_0149,ARTICLE_1566
USER_0149,ARTICLE_1621
USER_0149,ARTICLE_1568
USER_0150,ARTICLE_2406
USER_0150,ARTICLE_0336
USER_0150,ARTICLE_0693
USER_0150,ARTICLE_2112
USER_0150,ARTICLE_2513
USER_0151,ARTICLE_2868
USER_0151,ARTICLE_1601
USER_0151,ARTICLE_0610
USER_0151,ARTICLE_2832
USER_0151,ARTICLE_2045
USER_0152,ARTICLE_2698
USER_0152,ARTICLE_2045
USER_0152,ARTICLE_2223
USER_0152,ARTICLE_2651
USER_0152,ARTICLE_0220
USER_0153,ARTICLE_2803
USER_0153,ARTICLE_2656
USER_0153,ARTICLE_0364
USER_0153,ARTICLE_2197
USER_0153,ARTICLE_2485
USER_0154,ARTICLE_0411
USER_0154,ARTICLE_1246
USER_0154,ARTICLE_1649
USER_0154,ARTICLE_0777
USER_0154,ARTICLE_0410
USER_0155,ARTICLE_2601
USER_0155,ARTICLE_1652
USER_0155,ARTICLE_0644
USER_0155,ARTICLE_0693
USER_0155,ARTICLE_1630
USER_0156,ARTICLE_1474
USER_0156,ARTICLE_2127
USER_0156,ARTICLE_0670
USER_0156,ARTICLE_2861
USER_0156,ARTICLE_2279
USER_0157,ARTICLE_0724
USER_0157,ARTICLE_2963
USER_0157,ARTICLE_1537
USER_0157,ARTICLE_0614
USER_0157,ARTICLE_1017
USER_0158,ARTICLE_2928
USER_0158,ARTICLE_1924
USER_0158,ARTICLE_1620
USER_0158,ARTICLE_1624
USER_0158,ARTICLE_2673
USER_0159,ARTICLE_1397
USER_0159,ARTICLE_1945
USER_0159,ARTICLE_3006
USER_0159,ARTICLE_0753
USER_0159,ARTICLE_2148
USER_0160,ARTICLE_0436
USER_0160,ARTICLE_0693
USER_0160,ARTICLE_2259
USER_0160,ARTICLE_2889
USER_0160,ARTICLE_0504
USER_0161,ARTICLE_2868
USER_0161,ARTICLE_2118
USER_0161,ARTICLE_0364
USER_0161,ARTICLE_0237
USER_0161,ARTICLE_0563
USER_0163,ARTICLE_0436
USER_0163,ARTICLE_2782
USER_0163,ARTICLE_2045
USER_0163,ARTICLE_2894
USER_0163,ARTICLE_1333
USER_0164,ARTICLE_1884
USER_0164,ARTICLE_0411
USER_0164,ARTICLE_2337
USER_0164,ARTICLE_0561
USER_0164,ARTICLE_1568
USER_0165,ARTICLE_2259
USER_0165,ARTICLE_2493
USER_0165,ARTICLE_2573
USER_0165,ARTICLE_1413
USER_0165,ARTICLE_2868
USER_0166,ARTICLE_1744
USER_0166,ARTICLE_0843
USER_0166,ARTICLE_2259
USER_0166,ARTICLE_2698
USER_0166,ARTICLE_0693
USER_0167,ARTICLE_2720
USER_0167,ARTICLE_0169
USER_0167,ARTICLE_1484
USER_0167,ARTICLE_1568
USER_0167,ARTICLE_2633
USER_0168,ARTICLE_2782
USER_0168,ARTICLE_2045
USER_0168,ARTICLE_1965
USER_0168,ARTICLE_0958
USER_0168,ARTICLE_2894
USER_0169,ARTICLE_0693
USER_0169,ARTICLE_1624
USER_0169,ARTICLE_0957
USER_0169,ARTICLE_0060
USER_0169,ARTICLE_0399
USER_0170,ARTICLE_2868
USER_0170,ARTICLE_2259
USER_0170,ARTICLE_1945
USER_0170,ARTICLE_0364
USER_0170,ARTICLE_0912
USER_0171,ARTICLE_2699
USER_0171,ARTICLE_0106
USER_0171,ARTICLE_2126
USER_0171,ARTICLE_0017
USER_0171,ARTICLE_0664
USER_0172,ARTICLE_2045
USER_0172,ARTICLE_0436
USER_0172,ARTICLE_1601
USER_0172,ARTICLE_0610
USER_0172,ARTICLE_2021
USER_0173,ARTICLE_2364
USER_0173,ARTICLE_0060
USER_0173,ARTICLE_0220
USER_0173,ARTICLE_1881
USER_0173,ARTICLE_1945
USER_0174,ARTICLE_0693
USER_0174,ARTICLE_2259
USER_0174,ARTICLE_2223
USER_0174,ARTICLE_0399
USER_0174,ARTICLE_1672
USER_0175,ARTICLE_1244
USER_0175,ARTICLE_2126
USER_0175,ARTICLE_0664
USER_0175,ARTICLE_1257
